cfg_family,cfg_t_steps,cfg_mu_daily,cfg_sigma_daily,cfg_nu,cfg_phi,cfg_garch_alpha,cfg_garch_beta,cfg_p_stay_low,cfg_p_stay_high,cfg_vol_ratio,cfg_label,true_sharpe,mdd_hat,true_q5,true_q50,prob_iid_pct_q5,qhat_iid_pct_q5,relerr_iid_pct_q5,prob_iid_pct_q50,qhat_iid_pct_q50,relerr_iid_pct_q50,prob_trade_fixed_5_q5,qhat_trade_fixed_5_q5,relerr_trade_fixed_5_q5,prob_trade_fixed_5_q50,qhat_trade_fixed_5_q50,relerr_trade_fixed_5_q50,prob_sb_l20_q5,qhat_sb_l20_q5,relerr_sb_l20_q5,prob_sb_l20_q50,qhat_sb_l20_q50,relerr_sb_l20_q50,prob_sb_auto_q5,qhat_sb_auto_q5,relerr_sb_auto_q5,prob_sb_auto_q50,qhat_sb_auto_q50,relerr_sb_auto_q50,prob_cb_auto_q5,qhat_cb_auto_q5,relerr_cb_auto_q5,prob_cb_auto_q50,qhat_cb_auto_q50,relerr_cb_auto_q50
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.1806155419325171,-0.2206787290697474,-0.11691747757269988,0.02095,-0.25304186061922834,-0.14665270044786377,0.3478,-0.13637567363903047,-0.16642675218708328,0.0242,-0.24795056129262388,-0.12358160814972337,0.40325,-0.1288140808488568,-0.10175213768839257,0.0085,-0.27887569667790285,-0.2637180658665195,0.2347,-0.15550982240985278,-0.33008191451236185,0.02295,-0.24988005227091487,-0.13232504702316888,0.3713,-0.1331458095861455,-0.1388015919463774,0.02155,-0.25194828725153356,-0.14169720078414608,0.35665,-0.13521014597810838,-0.15645794611018718
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.10117405032904858,-0.2206787290697474,-0.11691747757269988,0.1969,-0.16399047794701824,0.25688135581391874,0.78115,-0.08858298261157627,0.24234610213434582,0.17535,-0.1690891251396986,0.23377696684914054,0.71355,-0.09540078803779425,0.18403313158656232,0.15665,-0.1742215127528763,0.21051968403437687,0.65695,-0.10117405032904861,0.13465418148336228,0.19295,-0.16477811118770283,0.2533122159878703,0.7755,-0.08917678738051801,0.23726726549443872,0.23295,-0.15584593419262102,0.29378814691576105,0.79015,-0.08762018702074142,0.25058093246787033
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.07766951212599012,-0.2206787290697474,-0.11691747757269988,0.2166,-0.15931424408881398,0.27807158958912914,0.7868,-0.08798841782405098,0.24743143924449332,0.1791,-0.1681820619360665,0.2378873004887067,0.75035,-0.09174145632631843,0.21533154639542126,0.43485,-0.12492767194668,0.4338934591779548,0.90335,-0.07440348179597274,0.3636239564806872,0.21025,-0.16086330323419018,0.27105206780782226,0.7831,-0.08838805655445331,0.24401331272740495,0.22885,-0.15678424307386463,0.28953622428960235,0.79035,-0.08759105562997689,0.2508300944526251
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.15185039492600014,-0.2206787290697474,-0.11691747757269988,0.00465,-0.3000963485250385,-0.3598789053665001,0.21725,-0.15912329744704493,-0.36098811529782837,0.00625,-0.288528107145849,-0.3074577163014982,0.21825,-0.15889988628168777,-0.35907727040110854,0.00335,-0.31061496529470745,-0.4075437474380911,0.18435,-0.16689511287599149,-0.4274607726822986,0.00575,-0.29240998998074713,-0.32504836879103316,0.209,-0.16121240399574144,-0.3788563296321437,0.00495,-0.29881262907120937,-0.35406176359103053,0.2156,-0.15953229308110586,-0.36448627179719884
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.07985676174989859,-0.2206787290697474,-0.11691747757269988,0.1619,-0.17291810191347742,0.2164260568184386,0.66705,-0.10012644797395684,0.14361436756367152,0.09605,-0.19481854783688968,0.11718474789966904,0.6436,-0.10255286338408956,0.1228611366480972,0.41435,-0.1274333572749121,0.4225390103881027,0.86115,-0.07985676174989867,0.3169818284845965,0.1579,-0.17397721131542024,0.21162672973146743,0.66745,-0.10006492312014632,0.14414059217172687,0.143,-0.17824307178376356,0.1922960924456461,0.6749,-0.09928866426496766,0.15077996612414543
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.07889281664364585,-0.2206787290697474,-0.11691747757269988,0.02975,-0.24058655342350163,-0.09021179538994989,0.41505,-0.12736255232170113,-0.08933715442591933,0.0186,-0.25622620723778533,-0.16108248546602266,0.3839,-0.13150544512300658,-0.12477148714772626,0.12925,-0.1823337259969696,0.17375939781064506,0.62035,-0.10477662751855374,0.10384119043790437,0.033,-0.2370050927807671,-0.07398249835787124,0.41695,-0.12706116006694648,-0.0867593340605489,0.0332,-0.23668970225219868,-0.07255331426795956,0.4227,-0.12632795231457405,-0.08048817796315093
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.10382996154945039,-0.2206787290697474,-0.11691747757269988,0.3092,-0.14200442420292825,0.35651059437610527,0.8543,-0.08058048951968011,0.31079175506865725,0.3759,-0.132611033675405,0.39907650259535365,0.8772,-0.07801157868471581,0.332763755220362,0.2586,-0.15091077026607005,0.31615171565369393,0.7644,-0.09028831793400655,0.22776029890086524,0.32125,-0.140095875825167,0.36515913239246317,0.86545,-0.07939383465192777,0.32094126301552917,0.32205,-0.14003795221895143,0.3654216117281913,0.8511,-0.0809517812623881,0.3076160815045649
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.12654961760456096,-0.2206787290697474,-0.11691747757269988,0.015,-0.26347474709355306,-0.19392905788522838,0.3197,-0.1403638940569018,-0.20053816564442067,0.02575,-0.2452244607906031,-0.1112283536538667,0.39905,-0.12934265126532057,-0.10627302222539534,0.0276,-0.24312428634733088,-0.10171146703717593,0.389,-0.13072959062138484,-0.1181355716479302,0.0157,-0.2613591434488639,-0.18434225423810158,0.3271,-0.13930365036430362,-0.19146985768388564,0.0191,-0.25568426369983704,-0.1586266822255708,0.3373,-0.13783435039292566,-0.17890287452720285
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.182810351146495,-0.2206787290697474,-0.11691747757269988,0.0019,-0.3248732077414874,-0.4721546073378394,0.13595,-0.1802363889470442,-0.5415692562728467,0.00095,-0.34072584001682943,-0.5439904038469432,0.1173,-0.18626371833401567,-0.5931212527074573,0.00465,-0.3004833671728132,-0.36163267044121356,0.1683,-0.17093110167714767,-0.461980751088834,0.00135,-0.33169481314034693,-0.5030665372171504,0.1371,-0.1798679365010395,-0.5384178673303716,0.0023,-0.3234787109296106,-0.46583548080600196,0.12535,-0.18364612097128982,-0.5707328346790388
iid_gaussian,250,0.000629940788348712,0.01,,,,,,,,iid_gaussian,1.0,-0.14062194067734565,-0.2206787290697474,-0.11691747757269988,0.03715,-0.23292107345079122,-0.055475869526031785,0.427,-0.1257758834267254,-0.07576631003279496,0.0951,-0.19522775316992833,0.1153304444298076,0.60645,-0.1060807474293432,0.09268699914106805,0.12675,-0.18316424268200565,0.16999593275655023,0.60805,-0.1059364189692179,0.09392144640354473,0.0369,-0.23323270628546816,-0.05688802572246543,0.428,-0.12566778599202258,-0.07484174822264458,0.0264,-0.24433084383915535,-0.10717895136115499,0.42075,-0.1265756709396607,-0.08260692556384754
